Date,Open,High,Low,Close,Volume
2021-11-16,4679.42,4714.95,4679.42,4700.9,1969710437
2021-11-15,4689.3,4697.42,4672.86,4682.8,1821708114
2021-11-12,4655.24,4688.47,4650.77,4682.85,1878873391
2021-11-11,4659.39,4664.55,4648.31,4649.27,1745650301
2021-11-10,4670.26,4684.85,4630.86,4646.71,2141600225
2021-11-09,4707.25,4708.53,4670.87,4685.25,2077878164
2021-11-08,4701.48,4714.92,4694.39,4701.7,2208829524
2021-11-05,4699.26,4718.5,4681.32,4697.53,2604934263
2021-11-04,4662.93,4683.0,4662.59,4680.06,2514981463
2021-11-03,4630.65,4663.46,4621.19,4660.57,2155080069
2021-11-02,4613.34,4635.15,4613.34,4630.65,2156232672
2021-11-01,4610.62,4620.34,4595.06,4613.67,2033758725
2021-10-29,4572.87,4608.08,4567.59,4605.38,2350301616
2021-10-28,4562.84,4597.55,4562.84,4596.42,2180879850
2021-10-27,4580.22,4584.57,4551.66,4551.68,2255666226
2021-10-26,4578.69,4598.53,4569.17,4574.79,2018287292
2021-10-25,4553.69,4572.62,4537.36,4566.48,1849843381
2021-10-22,4546.12,4559.67,4524.0,4544.9,1820296105
2021-10-21,4532.24,4551.44,4526.89,4549.78,1903670277
2021-10-20,4524.42,4540.87,4524.4,4536.19,1842279378
2021-10-19,4497.34,4520.4,4496.41,4519.63,1701720108
2021-10-18,4463.72,4488.75,4447.47,4486.46,1871645425
2021-10-15,4447.69,4475.82,4447.69,4471.37,2048713822
2021-10-14,4386.75,4439.73,4386.75,4438.26,1941352446
2021-10-13,4358.01,4372.87,4329.92,4363.8,1928089452
2021-10-12,4368.31,4374.89,4342.09,4350.65,1951341517
2021-10-11,4385.44,4415.88,4360.59,4361.19,1684626168
2021-10-08,4406.51,4412.02,4386.22,4391.34,1683911086
2021-10-07,4383.73,4429.97,4383.73,4399.76,1942954035
2021-10-06,4319.57,4365.57,4290.49,4363.55,2062682920
2021-10-05,4309.87,4369.23,4309.87,4345.72,2026525955
2021-10-04,4348.84,4355.51,4278.94,4300.46,2352030389
2021-10-01,4317.16,4375.19,4288.52,4357.04,2202907200
2021-09-30,4370.67,4382.55,4306.24,4307.54,2292980186
2021-09-29,4362.41,4385.57,4355.08,4359.46,1899919741
2021-09-28,4419.54,4419.54,4346.33,4352.63,2411082003
2021-09-27,4442.12,4457.3,4436.19,4443.11,2044774771
2021-09-24,4438.04,4463.12,4430.27,4455.48,1687771288
2021-09-23,4406.75,4465.4,4406.75,4448.98,1974708404
2021-09-22,4367.43,4416.75,4367.43,4395.64,2024995238
2021-09-21,4374.45,4394.87,4347.96,4354.19,1926605020
2021-09-20,4402.95,4402.95,4305.91,4357.73,2601202238
2021-09-17,4469.74,4471.52,4427.76,4432.99,3770722859
2021-09-16,4477.09,4485.87,4443.8,4473.75,1846633558
2021-09-15,4447.49,4486.87,4438.37,4480.7,2126502586
2021-09-14,4479.33,4485.68,4435.46,4443.05,2021922303
2021-09-13,4474.81,4492.99,4445.7,4468.73,2060402092
2021-09-10,4506.92,4520.47,4457.66,4458.58,1860497153
2021-09-09,4513.02,4529.9,4492.07,4493.28,1837254326
2021-09-08,4518.09,4521.79,4493.95,4514.07,1783658630
2021-09-07,4535.38,4535.38,4513.0,4520.03,1805777278
2021-09-03,4532.42,4541.45,4521.3,4535.43,1529886805
2021-09-02,4534.48,4545.85,4524.66,4536.95,1778239902
2021-09-01,4528.8,4537.11,4522.02,4524.09,1943483583
2021-08-31,4529.75,4531.39,4515.8,4522.68,2177504229
2021-08-30,4513.76,4537.36,4513.76,4528.79,1564582288
2021-08-27,4474.1,4513.33,4474.1,4509.37,1665809773
2021-08-26,4493.75,4495.9,4468.99,4470.0,1642206826
2021-08-25,4490.45,4501.71,4485.66,4496.19,1777933554
2021-08-24,4484.4,4492.81,4482.28,4486.23,1743330697
2021-08-23,4450.29,4489.88,4450.29,4479.53,1854558750
2021-08-20,4410.56,4444.35,4406.8,4441.67,1834179903
2021-08-19,4382.44,4418.61,4367.73,4405.8,2214340942
2021-08-18,4440.94,4454.32,4397.59,4400.27,1930293587
2021-08-17,4462.12,4462.12,4417.83,4448.08,1917517410
2021-08-16,4461.65,4480.26,4437.66,4479.71,1750996492
2021-08-13,4464.84,4468.37,4460.82,4468.0,1532626658
2021-08-12,4446.08,4461.77,4435.96,4460.83,1628478428
2021-08-11,4442.18,4449.44,4436.42,4447.7,1871786539
2021-08-10,4435.79,4445.21,4430.03,4436.75,1916238169
2021-08-09,4437.77,4439.39,4424.74,4432.35,1716583532
2021-08-06,4429.07,4440.82,4429.07,4436.52,1838165082
2021-08-05,4408.86,4429.76,4408.86,4429.1,1960628313
2021-08-04,4415.95,4416.17,4400.23,4402.66,2331475675
2021-08-03,4392.74,4423.79,4373.0,4423.15,2174964518
2021-08-02,4406.86,4422.18,4384.81,4387.16,1983436641
